Valeurs,Unite_temps,Titre,Ordonnees,Indicateur,SourceGraphique,Sous_indicateur,Nomenclature,Declinaison,Statistique,Zone_geographique,longitude,latitude,Unite_de_compte
65,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,26-Drome,1.3321894,43.5989554,Infractions
34,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,27-Eure,0.9035184,49.1490998,Infractions
34,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,28-Eure-et-Loir,1.4793161,48.4342922,Infractions
44,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,29-Finistère,-4.040047353684159,47.86040085,Infractions
11,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,2A-Southern Corsica,9.0087052196875,41.87340825,Infractions
8,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,2B-Haute-Corse,9.100906549656116,42.42196975,Infractions
83,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,30-Gard,2.823391,50.42192,Infractions
143,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,31-Haute-Garonne,0.92163,43.396443,Infractions
4,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,32-Gers,0.3368878,43.6417281,Infractions
185,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,33-Gironde,-1.1494302392957183,45.356755,Infractions
179,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,34-Hérault,3.906147427899628,43.8616782,Infractions
70,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,35-Ille-et-Vilaine,-1.529075,48.087414,Infractions
7,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,36-Inner,0.1937375514877479,47.23169625,Infractions
53,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,37-Indre-et-Loire,0.6796566821692535,47.36630985,Infractions
196,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,38-Isere,5.672171563886828,45.2348486,Infractions
10,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,39-Jura,6.228599596091794,46.19573865,Infractions
8,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,40-Landes,0.0576943,43.9896575,Infractions
19,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,41-Loir-et-Cher,1.657261,47.652746,Infractions
76,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,42-Loire,0.162643,45.645921,Infractions
10,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,43-Haute-Loire,3.6939736,44.8380472,Infractions
178,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,44-Loire-Atlantique,-1.3654938,47.2673196,Infractions
49,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,45-Loiret,1.7845931840845934,47.8699165,Infractions
3,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,46-Lot,1.7844178,50.8851739,Infractions
10,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,47-Lot-et-Garonne,0.9806158,44.4325209,Infractions
1,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,48-Lozere,2.2365314,48.7072527,Infractions
33,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,49-Maine-et-Loire,-0.5421630853658539,47.453155,Infractions
12,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,50-Manche,-0.4066415121951329,49.3338765,Infractions
66,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,51-Marne,3.9941791,49.2586063,Infractions
8,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,52-Haute-Marne,5.252910789751933,48.1329414,Infractions
14,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,53-Mayenne,2.459475,48.804849,Infractions
62,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,54-Meurthe-et-Moselle,5.9089103786214014,48.91712185,Infractions
5,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,55-Meuse,2.5714844,48.8799103,Infractions
37,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,56-Morbihan,-3.3593035,47.749296,Infractions
63,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,57-Moselle,6.9927492,48.6129103,Infractions
11,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,58-Nièvre,3.1638406,46.9898657,Infractions
263,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,59-Nord,3.5107282130021114,50.361292,Infractions
74,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,60-Oise,1.3273325,43.5848561,Infractions
12,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,61-Orne,0.0448794208800975,48.575888000000006,Infractions
97,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,62-Pas-de-Calais,2.716797140544105,50.4435265,Infractions
31,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,63-Puy-de-Dome,3.1189333999999995,45.875876649999995,Infractions
24,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,64-Pyrenees-Atlantiques,-1.779539,43.3686332,Infractions
9,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,65-Hautes-Pyrenees,0.0474919,43.2523371,Infractions
41,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,66-Pyrenees-Orientales,2.0699602,42.5094473,Infractions
67,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,67-Bas-Rhin,7.468428518534385,48.46566955,Infractions
35,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,68-Haut-Rhin,7.3219291,47.7699452,Infractions
293,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,69-Rhône,4.8568756,45.7358369,Infractions
7,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,70-Haute-Saone,5.7783285,47.2901769,Infractions
26,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,71-Saone-et-Loire,4.5443539,46.3841042,Infractions
35,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,72-Sarthe,0.1712127,47.955698,Infractions
23,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,73-Savoie,5.6850186,45.5318065,Infractions
44,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,74-Haute-Savoie,6.9195706,46.0186749,Infractions
477,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,75-Paris,2.3483915,48.8534951,Infractions
106,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,76-Seine-Maritime,0.1132064753280592,49.4983134,Infractions
148,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,77-Seine-et-Marne,2.8021498,48.3624027,Infractions
102,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,78-Yvelines,1.887137562126436,48.76203735,Infractions
22,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,79-Deux-Sèvres,-0.2994784934197841,46.53914,Infractions
34,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,80-Somme,2.5817169,49.8985865,Infractions
18,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,81-Tarn,2.5371655,43.4601829,Infractions
2,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,82-Tarn-et-Garonne,0.9976884,44.0634514,Infractions
113,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,83-Was,3.1180406,45.8089367,Infractions
64,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,84-Vaucluse,4.9025717,43.9510752,Infractions
15,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,85-Vendee,-1.351216,47.235822,Infractions
22,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,86-Vienna,4.87477,45.52524,Infractions
31,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,87-Haute-Vienne,1.203176771876291,45.91901925,Infractions
15,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,88-Vosges,7.004063903009973,48.262863,Infractions
23,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,89-Yonne,3.645043925723877,47.85512575,Infractions
10,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,90-Territory of Belfort,7.0054643,47.6549584,Infractions
202,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,91-Essonne,2.239291805668168,48.53034015,Infractions
180,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,92-Hauts-de-Seine,2.1986299985796083,48.840185899999994,Infractions
402,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,93-Seine-Saint-Denis,2.4287096,48.8809128,Infractions
187,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,94-Val-de-Marne,2.4543321444588204,48.77448935,Infractions
224,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,95-Val-d'Oise,2.1337803709677416,49.060828,Infractions
478,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,971-Guadeloupe,-61.5686855,16.2528827,Infractions
213,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,972-Martinique,0.4724691,43.6168762,Infractions
858,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,973-Guyana,-52.999998,4.0039882,Infractions
50,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,974-Reunion,0.1144666,44.2972241,Infractions
634,2023,Armed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Armed robberies,Not specified,Not specified,Name,976-Mayotte,-1.1467492,44.43641,Infractions
111,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,01-Ain,5.3538775,46.2337295,Infractions
212,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,02-Aisne,3.606899003594057,49.45328545,Infractions
83,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,03-Allier,0.1159236,43.1776843,Infractions
41,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,04-Alpes-de-Haute-Provence,6.6452617,44.3891188,Infractions
36,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,05-Hautes-Alpes,6.352024584507948,44.6564666,Infractions
1101,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,06-Alpes-Maritimes,7.1790785,43.9210587,Infractions
62,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,07-Ardèche,4.3986524702343965,44.815194000000005,Infractions
98,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,08-Ardennes,4.671600518245179,49.69801175,Infractions
16,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,09-Ariège,1.4065544156065486,42.9455368,Infractions
137,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,10-Dawn,4.0704785,48.2861562,Infractions
164,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,11-Hear,2.3640984,43.2094087,Infractions
37,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,12-Aveyron,2.6279228235294134,44.40613,Infractions
3412,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,13-Bouches-du-Rhône,5.4335203113166095,43.3198745,Infractions
199,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,14-Calvados,-0.3755677,49.1820603,Infractions
17,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,15-Cantal,2.9300207,45.0559329,Infractions
160,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,16-Charente,-1.6154149,47.2133761,Infractions
208,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,17-Charente-Maritime,-0.5206234,45.8914462,Infractions
85,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,18-Cher,1.8722058,46.1934214,Infractions
38,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,19-Correze,1.6877909,45.1789514,Infractions
219,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,21-Côte-d'Or,-1.5678717,47.2454619,Infractions
138,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,22-Côtes-d'Armor,-2.064467,48.436177,Infractions
10,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,23-Creuse,2.5526137,46.1762937,Infractions
76,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,24-Dordogne,1.2121488,44.8757427,Infractions
195,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,25-Doubs,5.9833127,47.2524465,Infractions
238,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,26-Drome,1.3321894,43.5989554,Infractions
171,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,27-Eure,0.9035184,49.1490998,Infractions
117,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,28-Eure-et-Loir,1.4793161,48.4342922,Infractions
360,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,29-Finistère,-4.040047353684159,47.86040085,Infractions
44,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,2A-Southern Corsica,9.0087052196875,41.87340825,Infractions
27,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,2B-Haute-Corse,9.100906549656116,42.42196975,Infractions
405,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,30-Gard,2.823391,50.42192,Infractions
